doc	source_file	pmid	field	kind	entity_id	label	original_spans	context	relationship_subject_id	relationship_subject_label	chemical_relationship	chemical_level_type	chemical_base_label	chebi_label	chemicals_utilized	study_taxa	strains	chemical_relationship_id	chemical_relationship_label	chemical_relationship_match_type	grounded_id	grounded_ids	kg_name	kg_category	match_type	kg_edge_count	kg_edge_evidence
247	00247-40772819-abstract.txt	40772819	study_taxa	taxon_candidate	AUTO:Campylobacter%20concisus%20group	Campylobacter concisus group	1069:1097	...cribed Campylobacter species, with members of the [[Campylobacter concisus group]] being the most closely related species (95-98% of...							0	1	0									0	
247	00247-40772819-abstract.txt	40772819	chemical_utilization_object	chemical	AUTO:catalase	catalase	863:871	...cilli with a polar flagellum and are positive for [[catalase]] and oxidase, but negative for urease. Phylogeneti...	AUTO:MOP7T	MOP7T	produces	chemical_name	catalase		1	0	0	METPO:2000202	produces	label	mediadive.ingredient:270	mediadive.ingredient:270	Catalase	biolink:ChemicalEntity	name	14	in:biolink:has_part:mediadive.solution:1038|in:biolink:has_part:mediadive.solution:1371|in:biolink:has_part:mediadive.solution:1474|in:biolink:has_part:mediadive.solution:1732|in:biolink:has_part:mediadive.solution:1750
247	00247-40772819-abstract.txt	40772819	chemical_utilization_object	chemical	AUTO:oxidase	oxidase	876:883	...polar flagellum and are positive for catalase and [[oxidase]], but negative for urease. Phylogenetic trees base...	AUTO:MOP7T	MOP7T	produces	chemical_name	oxidase		1	0	0	METPO:2000202	produces	label						0	
247	00247-40772819-abstract.txt	40772819	chemical_utilization_object	chemical	AUTO:urease	urease	902:908	...sitive for catalase and oxidase, but negative for [[urease]]. Phylogenetic trees based on 16S rRNA and hsp60 g...	AUTO:MOP7T	MOP7T	does_not_use_for_growth	chemical_name	urease		1	0	0	METPO:2000038	does not use for growth	label						0	
248	00248-40844915-abstract.txt	40844915	strains	strain	AUTO:D0M16T	D0M16T	351:357; 702:708; 1317:1323; 1446:1452; 1578:1584; 1719:1725; 1857:1863	"...ors. A Gram-negative bacterium, designated strain [[D0M16T]], was isolated from seawater surrounding Acropora ...; ...4%). Phylogenomic analysis showed that the strain [[D0M16T]] represents a novel species within the genus Leisi...; ... and digital DNA-DNA hybridization values between [[D0M16T]] and L. thetidis KCTC 92110T were 88.2%, 89.4% and...; ...nd those values of 90.4%, 92.8% and 38.7% between [[D0M16T]] and Leisingera caerulea DSM 24564T, respectively....; ...ther confirmed the distinct taxonomic position of [[D0M16T]] relative to these closely related species. Based ...; ...otypic and chemotaxonomic characteristics, strain [[D0M16T]] represents a novel species of the genus Leisinger...; ... coralii sp. nov. is proposed. The type strain is [[D0M16T]] (=MCCC 1K09457T=KCTC 18159T).
"							0	0	1									0	
248	00248-40844915-abstract.txt	40844915	strains	strain	AUTO:DSM%2024564T	DSM 24564T	1477:1487	... and 38.7% between D0M16T and Leisingera caerulea [[DSM 24564T]], respectively. The phylogenomic tree further conf...							0	0	1									0	
248	00248-40844915-abstract.txt	40844915	strains	strain	AUTO:JCM%2019537T	JCM 19537T	591:601	...losest relatives to be Cribrihabitans neustonicus [[JCM 19537T]] (97.40%) and Leisingera thetidis KCTC 92110T (97....							0	0	1									0	
248	00248-40844915-abstract.txt	40844915	strains	strain	AUTO:KCTC%2018159T	KCTC 18159T	1880:1891	"...oposed. The type strain is D0M16T (=MCCC 1K09457T=[[KCTC 18159T]]).
"							0	0	1									0	
248	00248-40844915-abstract.txt	40844915	strains	strain	AUTO:KCTC%2092110T	KCTC 92110T	635:646; 1340:1351	...nicus JCM 19537T (97.40%) and Leisingera thetidis [[KCTC 92110T]] (97.04%). Phylogenomic analysis showed that the s...; ...bridization values between D0M16T and L. thetidis [[KCTC 92110T]] were 88.2%, 89.4% and 53.4%, respectively, and th...							0	0	1									0	
248	00248-40844915-abstract.txt	40844915	strains	strain	AUTO:MCCC%201K09457T	MCCC 1K09457T	1866:1879	"...sp. nov. is proposed. The type strain is D0M16T (=[[MCCC 1K09457T]]=KCTC 18159T).
"							0	0	1									0	
248	00248-40844915-abstract.txt	40844915	study_taxa	taxon_candidate	AUTO:Cribrihabitans%20neustonicus	Cribrihabitans neustonicus	564:590	...ne sequences revealed the closest relatives to be [[Cribrihabitans neustonicus]] JCM 19537T (97.40%) and Leisingera thetidis KCTC ...							0	1	0				NCBITaxon:1429085	NCBITaxon:1429085	Cribrihabitans neustonicus	biolink:OrganismTaxon	name	4	out:biolink:subclass_of:NCBITaxon:1604279|in:biolink:subclass_of:kgmicrobe.strain:BCRC-80695|in:biolink:subclass_of:kgmicrobe.strain:JCM-19537|in:biolink:subclass_of:kgmicrobe.strain:bacdive_162550
248	00248-40844915-abstract.txt	40844915	study_taxa	taxon_candidate	AUTO:Leisingera%20caerulea	Leisingera caerulea	1457:1476	...lues of 90.4%, 92.8% and 38.7% between D0M16T and [[Leisingera caerulea]] DSM 24564T, respectively. The phylogenomic tree f...							0	1	0				NCBITaxon:506591	NCBITaxon:506591	Leisingera caerulea	biolink:OrganismTaxon	name	11	in:biolink:subclass_of:NCBITaxon:999549|out:biolink:subclass_of:NCBITaxon:191028|out:METPO:2000103:pathways:nitrate_reduction|out:biolink:has_phenotype:METPO:1000872|out:METPO:2000103:METPO:1000636
248	00248-40844915-abstract.txt	40844915	study_taxa	taxon_candidate	AUTO:Leisingera%20coralii	Leisingera coralii	1797:1815	...ecies of the genus Leisingera, for which the name [[Leisingera coralii]] sp. nov. is proposed. The type strain is D0M16T (...							0	1	0				NCBITaxon:3351347	NCBITaxon:3351347	Leisingera coralii	biolink:OrganismTaxon	name	1	out:biolink:subclass_of:NCBITaxon:191028
248	00248-40844915-abstract.txt	40844915	study_taxa	taxon_candidate	AUTO:Leisingera%20thetidis	Leisingera thetidis	615:634	...ribrihabitans neustonicus JCM 19537T (97.40%) and [[Leisingera thetidis]] KCTC 92110T (97.04%). Phylogenomic analysis showe...							0	1	0				NCBITaxon:2930199	NCBITaxon:2930199	Leisingera thetidis	biolink:OrganismTaxon	name	4	in:biolink:subclass_of:kgmicrobe.strain:GDMCC-1.2992|in:biolink:subclass_of:kgmicrobe.strain:KCTC-92110|in:biolink:subclass_of:kgmicrobe.strain:bacdive_170660|out:biolink:subclass_of:NCBITaxon:191028
248	00248-40844915-abstract.txt	40844915	chemical_utilization_object	chemical	AUTO:NaCl	NaCl	822:826; 915:919	...owth occurred at 20-45 °C temperature, 0-9% (w/v) [[NaCl]] concentration and pH 6.0-8.0, with optimum condit...; ...imum conditions at 28-37 °C temperature, 1% (w/v) [[NaCl]] concentration and pH 7.0. Chemotaxonomic characte...	AUTO:D0M16T	D0M16T	tolerates	chemical_name	NaCl	NaCl	1	0	0	METPO:2000064	tolerates	label	CHEBI:26710	CHEBI:26710	NaCl	biolink:ChemicalEntity|biolink:ChemicalSubstance|biolink:SmallMolecule	synonym	2636	out:biolink:subclass_of:CHEBI:36093|out:biolink:subclass_of:CHEBI:38702|out:biolink:related_to:CHEBI:149552|out:biolink:has_chemical_role:CHEBI:149552|out:biolink:related_to:CHEBI:228364
248	00248-40844915-abstract.txt	40844915	chemical_utilization_object	chemical	AUTO:0-9%25%20%28w/v%29%20NaCl	0-9% (w/v) NaCl	811:821; 822:826	Cell growth occurred at 20-45 °C temperature, [[0-9% (w/v)]] [[NaCl]] concentration and pH 6.0-8.0, with optimum conditions at 28-37 °C temperature, 1% (w/v) NaCl concentration and pH 7.0.	AUTO:D0M16T	D0M16T	has range NaCl observation	concentration	NaCl	0-9% (w/v) NaCl	1	0	0	METPO:2000509	has range NaCl observation	kg_microbe_metpo	CHEBI:26710	CHEBI:26710	0-9% (w/v) NaCl	biolink:ChemicalEntity|biolink:ChemicalSubstance|biolink:SmallMolecule	context_concentration	2636	out:biolink:subclass_of:CHEBI:36093|out:biolink:subclass_of:CHEBI:38702|out:biolink:related_to:CHEBI:149552|out:biolink:has_chemical_role:CHEBI:149552|out:biolink:related_to:CHEBI:228364
248	00248-40844915-abstract.txt	40844915	chemical_utilization_object	chemical	AUTO:1%25%20%28w/v%29%20NaCl	1% (w/v) NaCl	906:914; 915:919	Cell growth occurred at 20-45 °C temperature, 0-9% (w/v) NaCl concentration and pH 6.0-8.0, with optimum conditions at 28-37 °C temperature, [[1% (w/v)]] [[NaCl]] concentration and pH 7.0.	AUTO:D0M16T	D0M16T	has growth NaCl observation	concentration	NaCl	1% (w/v) NaCl	1	0	0	METPO:2000508	has growth NaCl observation	kg_microbe_metpo	CHEBI:26710	CHEBI:26710	1% (w/v) NaCl	biolink:ChemicalEntity|biolink:ChemicalSubstance|biolink:SmallMolecule	context_concentration	2636	out:biolink:subclass_of:CHEBI:36093|out:biolink:subclass_of:CHEBI:38702|out:biolink:related_to:CHEBI:149552|out:biolink:has_chemical_role:CHEBI:149552|out:biolink:related_to:CHEBI:228364
248	00248-40844915-abstract.txt	40844915	pH_observation	phenotype_observation	AUTO:pH%20growth%207.0	pH growth 7.0	938:944	Cell growth occurred at 20-45 °C temperature, 0-9% (w/v) NaCl concentration and pH 6.0-8.0, with optimum conditions at 28-37 °C temperature, 1% (w/v) NaCl concentration and [[pH 7.0]].	AUTO:D0M16T	D0M16T	has growth pH observation	growth	pH		0	0	0	METPO:2000502	has growth pH observation	kg_microbe_metpo	METPO:1001012	METPO:1001012	growth pH observation	biolink:OntologyClass	kg_microbe_metpo	0	
248	00248-40844915-abstract.txt	40844915	pH_observation	phenotype_observation	AUTO:pH%20range%206.0-8.0	pH range 6.0-8.0	845:855	Cell growth occurred at 20-45 °C temperature, 0-9% (w/v) NaCl concentration and [[pH 6.0-8.0]], with optimum conditions at 28-37 °C temperature, 1% (w/v) NaCl concentration and pH 7.0.	AUTO:D0M16T	D0M16T	has range pH observation	range	pH		0	0	0	METPO:2000503	has range pH observation	kg_microbe_metpo	METPO:1001015	METPO:1001015	pH range observation	biolink:OntologyClass	kg_microbe_metpo	0	
248	00248-40844915-abstract.txt	40844915	temperature_observation	phenotype_observation	AUTO:temperature%20range%2020-45%20%C2%B0C	temperature range 20-45 °C	789:797	Cell growth occurred at [[20-45 °C]] temperature, 0-9% (w/v) NaCl concentration and pH 6.0-8.0, with optimum conditions at 28-37 °C temperature, 1% (w/v) NaCl concentration and pH 7.0.	AUTO:D0M16T	D0M16T	has range temperature observation	range	temperature		0	0	0	METPO:2000055	has range temperature observation	kg_microbe_metpo	METPO:1001003	METPO:1001003	temperature range observation	biolink:OntologyClass	kg_microbe_metpo	0	
248	00248-40844915-abstract.txt	40844915	temperature_observation	phenotype_observation	AUTO:temperature%20range%2028-37%20%C2%B0C	temperature range 28-37 °C	884:892	Cell growth occurred at 20-45 °C temperature, 0-9% (w/v) NaCl concentration and pH 6.0-8.0, with optimum conditions at [[28-37 °C]] temperature, 1% (w/v) NaCl concentration and pH 7.0.	AUTO:D0M16T	D0M16T	has range temperature observation	range	temperature		0	0	0	METPO:2000055	has range temperature observation	kg_microbe_metpo	METPO:1001003	METPO:1001003	temperature range observation	biolink:OntologyClass	kg_microbe_metpo	0	
249	00249-40828661-abstract.txt	40828661	strains	strain	AUTO:BACA0810T	BACA0810T	409:418	...A and genomic analyses confirmed that PCC 7367T (=[[BACA0810T]]) and PCC 7403T (=BACA0811T) represent novel speci...							0	0	1									0	
249	00249-40828661-abstract.txt	40828661	strains	strain	AUTO:BACA0811T	BACA0811T	436:445	...irmed that PCC 7367T (=BACA0810T) and PCC 7403T (=[[BACA0811T]]) represent novel species of the monotypic pseudan...							0	0	1									0	
249	00249-40828661-abstract.txt	40828661	strains	strain	AUTO:PCC%207367T	PCC 7367T	91:100; 397:406; 1377:1386	...nted pseudanabaenalean strains, Pseudanabaena sp. [[PCC 7367T]] and Pseudanabaena sp. PCC 7403T, isolated from th...; ...tic, ITS rRNA and genomic analyses confirmed that [[PCC 7367T]] (=BACA0810T) and PCC 7403T (=BACA0811T) represent...; ...nthetic gene clusters in the genome assemblies of [[PCC 7367T]] and PCC 7403T were not associated with any known ...							0	0	1									0	
249	00249-40828661-abstract.txt	40828661	strains	strain	AUTO:PCC%207403T	PCC 7403T	123:132; 424:433; 1391:1400	...Pseudanabaena sp. PCC 7367T and Pseudanabaena sp. [[PCC 7403T]], isolated from the samples collected from the sur...; ...nalyses confirmed that PCC 7367T (=BACA0810T) and [[PCC 7403T]] (=BACA0811T) represent novel species of the monot...; ...lusters in the genome assemblies of PCC 7367T and [[PCC 7403T]] were not associated with any known natural produc...							0	0	1									0	
249	00249-40828661-abstract.txt	40828661	study_taxa	taxon_candidate	AUTO:Pseudanabaena	Pseudanabaena	46:59; 73:86; 105:118; 488:501	The taxonomic identity of two well-documented [[pseudanabaena]]lean strains, Pseudanabaena sp. PCC 7367T and Pseu...; ...of two well-documented pseudanabaenalean strains, [[Pseudanabaena]] sp. PCC 7367T and Pseudanabaena sp. PCC 7403T, is...; ...aenalean strains, Pseudanabaena sp. PCC 7367T and [[Pseudanabaena]] sp. PCC 7403T, isolated from the samples collecte...; ...CA0811T) represent novel species of the monotypic [[pseudanabaena]]lean genera Thalassoporum and Tumidithrix, respect...							0	1	0				NCBITaxon:1152	NCBITaxon:1152	Pseudanabaena	biolink:OrganismTaxon	name	28	in:biolink:subclass_of:NCBITaxon:1112103|in:biolink:subclass_of:NCBITaxon:1141589|out:biolink:subclass_of:NCBITaxon:1890436|in:biolink:subclass_of:NCBITaxon:1205931|in:biolink:subclass_of:NCBITaxon:1463538
249	00249-40828661-abstract.txt	40828661	study_taxa	taxon_candidate	AUTO:Thalassoporum%20mexicanum	Thalassoporum mexicanum	589:612	...rix, respectively, for which we propose the names [[Thalassoporum mexicanum]] sp. nov. and Tumidithrix helvetica sp. nov. in ac...							0	1	0				NCBITaxon:3457544	NCBITaxon:3457544	Thalassoporum mexicanum	biolink:OrganismTaxon	name	2	out:biolink:subclass_of:NCBITaxon:2799719|in:biolink:subclass_of:NCBITaxon:82654
249	00249-40828661-abstract.txt	40828661	study_taxa	taxon_candidate	AUTO:Tumidithrix%20helvetica	Tumidithrix helvetica	626:647	...se the names Thalassoporum mexicanum sp. nov. and [[Tumidithrix helvetica]] sp. nov. in accordance with the International Cod...							0	1	0				NCBITaxon:3457545	NCBITaxon:3457545	Tumidithrix helvetica	biolink:OrganismTaxon	name	2	out:biolink:subclass_of:NCBITaxon:3088355|in:biolink:subclass_of:NCBITaxon:56111
250	00250-40748780-abstract.txt	40748780	strains	strain	AUTO:20TX0166T	20TX0166T	542:551	...ciens JCM 9670T (99.86%) and Curtobacterium allii [[20TX0166T]] (99.86%). Phylogenetic analyses based on the 16S ...							0	0	1									0	
250	00250-40748780-abstract.txt	40748780	strains	strain	AUTO:DSM%2020512T	DSM 20512T	412:422	... NBRC 101786T (98.32%) and Curtobacterium albidum [[DSM 20512T]] (98.32%), and strain RRHDQ66T shared that to Curt...							0	0	1									0	
250	00250-40748780-abstract.txt	40748780	strains	strain	AUTO:GDMCC%201.2666T	GDMCC 1.2666T	2005:2018	"...HDQ10T (=GDMCC 1.2671T=JCM 34831T) and RRHDQ66T (=[[GDMCC 1.2666T]]= JCM 34827T) as the type strains, respectively.
"							0	0	1									0	
250	00250-40748780-abstract.txt	40748780	strains	strain	AUTO:GDMCC%201.2671T	GDMCC 1.2671T	1964:1977	...ngdongense sp. nov. are proposed, with RRHDQ10T (=[[GDMCC 1.2671T]]=JCM 34831T) and RRHDQ66T (=GDMCC 1.2666T= JCM 348...							0	0	1									0	
250	00250-40748780-abstract.txt	40748780	strains	strain	AUTO:JCM%2034827T	JCM 34827T	2020:2030	"...1.2671T=JCM 34831T) and RRHDQ66T (=GDMCC 1.2666T= [[JCM 34827T]]) as the type strains, respectively.
"							0	0	1									0	
250	00250-40748780-abstract.txt	40748780	strains	strain	AUTO:JCM%2034831T	JCM 34831T	1978:1988	... nov. are proposed, with RRHDQ10T (=GDMCC 1.2671T=[[JCM 34831T]]) and RRHDQ66T (=GDMCC 1.2666T= JCM 34827T) as the...							0	0	1									0	
250	00250-40748780-abstract.txt	40748780	strains	strain	AUTO:JCM%209670T	JCM 9670T	498:507; 844:853	...Q66T shared that to Curtobacterium flaccumfaciens [[JCM 9670T]] (99.86%) and Curtobacterium allii 20TX0166T (99.8...; ...howed a close relationship with C. flaccumfaciens [[JCM 9670T]] and Curtobacterium herbarum NBRC 103064T. The gen...							0	0	1									0	
250	00250-40748780-abstract.txt	40748780	strains	strain	AUTO:NBRC%20101786T	NBRC 101786T	363:375; 759:771	...highest similarity to Curtobacterium ammoniigenes [[NBRC 101786T]] (98.32%) and Curtobacterium albidum DSM 20512T (9...; ...DQ10T was most closely related to C. ammoniigenes [[NBRC 101786T]], and strain RRHDQ66T showed a close relationship ...							0	0	1									0	
250	00250-40748780-abstract.txt	40748780	strains	strain	AUTO:NBRC%20103064T	NBRC 103064T	882:894	...ccumfaciens JCM 9670T and Curtobacterium herbarum [[NBRC 103064T]]. The genome-derived average nucleotide identity b...							0	0	1									0	
250	00250-40748780-abstract.txt	40748780	strains	strain	AUTO:RRHDQ10T	RRHDQ10T	84:92; 293:301; 706:714; 1323:1331; 1636:1644; 1953:1961	...ositive and aerobic bacterial strains, designated [[RRHDQ10T]] and RRHDQ66T, were isolated from citrus leaves co...; .... The 16S rRNA gene comparison showed that strain [[RRHDQ10T]] shared the highest similarity to Curtobacterium a...; ...d to the genus Curtobacterium, among which strain [[RRHDQ10T]] was most closely related to C. ammoniigenes NBRC ...; ...iso-C17 : 0 served as major components in strains [[RRHDQ10T]] and RRHDQ66T, respectively. They took menaquinone...; ...colipids. The genomic DNA G+C contents of strains [[RRHDQ10T]] and RRHDQ66T were 71.2 and 70.5 mol%, respectivel...; ...cterium guangdongense sp. nov. are proposed, with [[RRHDQ10T]] (=GDMCC 1.2671T=JCM 34831T) and RRHDQ66T (=GDMCC ...							0	0	1									0	
250	00250-40748780-abstract.txt	40748780	strains	strain	AUTO:RRHDQ66T	RRHDQ66T	97:105; 444:452; 784:792; 1336:1344; 1649:1657; 1994:2002	...erobic bacterial strains, designated RRHDQ10T and [[RRHDQ66T]], were isolated from citrus leaves collected from ...; ...bacterium albidum DSM 20512T (98.32%), and strain [[RRHDQ66T]] shared that to Curtobacterium flaccumfaciens JCM ...; ...lated to C. ammoniigenes NBRC 101786T, and strain [[RRHDQ66T]] showed a close relationship with C. flaccumfacien...; ...erved as major components in strains RRHDQ10T and [[RRHDQ66T]], respectively. They took menaquinone-9 (MK-9) as ...; ... genomic DNA G+C contents of strains RRHDQ10T and [[RRHDQ66T]] were 71.2 and 70.5 mol%, respectively. Based on p...; ...ed, with RRHDQ10T (=GDMCC 1.2671T=JCM 34831T) and [[RRHDQ66T]] (=GDMCC 1.2666T= JCM 34827T) as the type strains,...							0	0	1									0	
250	00250-40748780-abstract.txt	40748780	study_taxa	taxon_candidate	AUTO:Curtobacterium%20albidum	Curtobacterium albidum	389:411	...obacterium ammoniigenes NBRC 101786T (98.32%) and [[Curtobacterium albidum]] DSM 20512T (98.32%), and strain RRHDQ66T shared t...							0	1	0				NCBITaxon:2036	NCBITaxon:2036	Curtobacterium citreum	biolink:OrganismTaxon	synonym	69	out:biolink:subclass_of:NCBITaxon:2034|out:METPO:2000517:mediadive.medium:J26|out:METPO:2000517:mediadive.medium:53|out:METPO:2000517:mediadive.medium:J22|out:METPO:2000517:mediadive.medium:J475
250	00250-40748780-abstract.txt	40748780	study_taxa	taxon_candidate	AUTO:Curtobacterium%20allii	Curtobacterium allii	521:541	...tobacterium flaccumfaciens JCM 9670T (99.86%) and [[Curtobacterium allii]] 20TX0166T (99.86%). Phylogenetic analyses based o...							0	1	0				NCBITaxon:2878384	NCBITaxon:2878384	Curtobacterium flaccumfaciens pv. allii	biolink:OrganismTaxon	synonym	1	out:biolink:subclass_of:NCBITaxon:2035
250	00250-40748780-abstract.txt	40748780	study_taxa	taxon_candidate	AUTO:Curtobacterium%20ammoniigenes	Curtobacterium ammoniigenes	335:362	... strain RRHDQ10T shared the highest similarity to [[Curtobacterium ammoniigenes]] NBRC 101786T (98.32%) and Curtobacterium albidum ...							0	1	0				NCBITaxon:395387	NCBITaxon:395387	Curtobacterium ammoniigenes	biolink:OrganismTaxon	name	27	in:biolink:subclass_of:NCBITaxon:1223517|out:biolink:subclass_of:NCBITaxon:2034|out:biolink:has_phenotype:METPO:1000602|out:METPO:2000006:CHEBI:24266|out:METPO:2000006:CHEBI:26546
250	00250-40748780-abstract.txt	40748780	study_taxa	taxon_candidate	AUTO:Curtobacterium%20flaccumfaciens	Curtobacterium flaccumfaciens	468:497	...512T (98.32%), and strain RRHDQ66T shared that to [[Curtobacterium flaccumfaciens]] JCM 9670T (99.86%) and Curtobacterium allii 20TX0...							0	1	0				NCBITaxon:2035	NCBITaxon:2035	Curtobacterium flaccumfaciens	biolink:OrganismTaxon	name	79	out:biolink:subclass_of:NCBITaxon:2034|out:METPO:2000517:mediadive.medium:92|out:METPO:2000517:mediadive.medium:53|out:METPO:2000517:mediadive.medium:1|out:biolink:has_phenotype:METPO:1000604
250	00250-40748780-abstract.txt	40748780	study_taxa	taxon_candidate	AUTO:Curtobacterium%20guangdongense	Curtobacterium guangdongense	1896:1924	... names Curtobacterium phyllosphaerae sp. nov. and [[Curtobacterium guangdongense]] sp. nov. are proposed, with RRHDQ10T (=GDMCC 1.26...							0	1	0				NCBITaxon:3413380	NCBITaxon:3413380	Curtobacterium guangdongense	biolink:OrganismTaxon	name	1	out:biolink:subclass_of:NCBITaxon:2034
250	00250-40748780-abstract.txt	40748780	study_taxa	taxon_candidate	AUTO:Curtobacterium%20herbarum	Curtobacterium herbarum	858:881	...relationship with C. flaccumfaciens JCM 9670T and [[Curtobacterium herbarum]] NBRC 103064T. The genome-derived average nucleoti...							0	1	0				NCBITaxon:150122	NCBITaxon:150122	Curtobacterium herbarum	biolink:OrganismTaxon	name	16	out:biolink:subclass_of:NCBITaxon:2034|out:METPO:2000517:mediadive.medium:92|out:METPO:2000517:mediadive.medium:J26|out:biolink:has_phenotype:METPO:1000602|out:biolink:has_phenotype:METPO:1000698
250	00250-40748780-abstract.txt	40748780	study_taxa	taxon_candidate	AUTO:Curtobacterium%20phyllosphaerae	Curtobacterium phyllosphaerae	1853:1882	... of the genus Curtobacterium, for which the names [[Curtobacterium phyllosphaerae]] sp. nov. and Curtobacterium guangdongense sp. nov...							0	1	0				NCBITaxon:3413379	NCBITaxon:3413379	Curtobacterium phyllosphaerae	biolink:OrganismTaxon	name	1	out:biolink:subclass_of:NCBITaxon:2034
251	00251-40758410-abstract.txt	40758410	strains	strain	AUTO:Actibacterium%20pelagium%20JN33T	Actibacterium pelagium JN33T	682:710	..., Kangsaoukella pontilimi KCTC 72224T (95.8%) and [[Actibacterium pelagium JN33T]] (95.5%). The major fatty acids included summed fe...							0	0	1									0	
251	00251-40758410-abstract.txt	40758410	strains	strain	AUTO:JCM%2036750T	JCM 36750T	1484:1494	"...e type strain is MJ-SS7T (=KEMB 21436T=KCTC 8329T=[[JCM 36750T]]).
"							0	0	1									0	
251	00251-40758410-abstract.txt	40758410	strains	strain	AUTO:Kangsaoukella%20pontilimi%20KCTC%2072224T	Kangsaoukella pontilimi KCTC 72224T	634:669	...e Rhodophyticola porphyridii KACC 18805T (95.9%), [[Kangsaoukella pontilimi KCTC 72224T]] (95.8%) and Actibacterium pelagium JN33T (95.5%)....							0	0	1									0	
251	00251-40758410-abstract.txt	40758410	strains	strain	AUTO:KCTC%208329T	KCTC 8329T	1473:1483	"...roposed. The type strain is MJ-SS7T (=KEMB 21436T=[[KCTC 8329T]]=JCM 36750T).
"							0	0	1									0	
251	00251-40758410-abstract.txt	40758410	strains	strain	AUTO:KEMB%2021436T	KEMB 21436T	1461:1472	"...p. nov. is proposed. The type strain is MJ-SS7T (=[[KEMB 21436T]]=KCTC 8329T=JCM 36750T).
"							0	0	1									0	
251	00251-40758410-abstract.txt	40758410	strains	strain	AUTO:MJ-SS7T	MJ-SS7T	101:108; 226:233; 479:486; 1451:1458	"...ed and non-motile bacterium, designated as strain [[MJ-SS7T]], was isolated from tidal mudflat sediment collect...; ...l clam farm in Gochang, Republic of Korea. Strain [[MJ-SS7T]] exhibited oxidase- and catalase-positive activiti...; ...is based on 16S rRNA gene sequences revealed that [[MJ-SS7T]] belonged to the family Roseobacteraceae. Its clos...; ...n. nov., sp. nov. is proposed. The type strain is [[MJ-SS7T]] (=KEMB 21436T=KCTC 8329T=JCM 36750T).
"							0	0	1									0	
251	00251-40758410-abstract.txt	40758410	strains	strain	AUTO:Rhodophyticola%20porphyridii%20KACC%2018805T	Rhodophyticola porphyridii KACC 18805T	586:624	...est relatives, based on sequence similarity, were [[Rhodophyticola porphyridii KACC 18805T]] (95.9%), Kangsaoukella pontilimi KCTC 72224T (95....							0	0	1									0	
251	00251-40758410-abstract.txt	40758410	study_taxa	taxon_candidate	AUTO:Actibacterium%20pelagium	Actibacterium pelagium	682:704	..., Kangsaoukella pontilimi KCTC 72224T (95.8%) and [[Actibacterium pelagium]] JN33T (95.5%). The major fatty acids included sum...							0	1	0				NCBITaxon:2029103	NCBITaxon:2029103	Actibacterium pelagium	biolink:OrganismTaxon	name	34	out:biolink:subclass_of:NCBITaxon:1433986|out:METPO:2000517:mediadive.medium:514|out:biolink:has_phenotype:METPO:1000681|out:biolink:has_phenotype:METPO:1000463|out:biolink:has_phenotype:METPO:1000462
251	00251-40758410-abstract.txt	40758410	study_taxa	taxon_candidate	AUTO:Kangsaoukella%20pontilimi	Kangsaoukella pontilimi	634:657	...e Rhodophyticola porphyridii KACC 18805T (95.9%), [[Kangsaoukella pontilimi]] KCTC 72224T (95.8%) and Actibacterium pelagium JN...							0	1	0				NCBITaxon:2691042	NCBITaxon:2691042	Kangsaoukella pontilimi	biolink:OrganismTaxon	name	4	in:biolink:subclass_of:kgmicrobe.strain:KCTC-72224|in:biolink:subclass_of:kgmicrobe.strain:NBRC-113929|in:biolink:subclass_of:kgmicrobe.strain:bacdive_167273|out:biolink:subclass_of:NCBITaxon:2888275
251	00251-40758410-abstract.txt	40758410	study_taxa	taxon_candidate	AUTO:Ovoidimarina%20sediminis	Ovoidimarina sediminis	1376:1398	...n the family Roseobacteraceae, for which the name [[Ovoidimarina sediminis]] gen. nov., sp. nov. is proposed. The type strain ...							0	1	0				NCBITaxon:3079856	NCBITaxon:3079856	Ovoidimarina sediminis	biolink:OrganismTaxon	name	1	out:biolink:subclass_of:NCBITaxon:3455868
251	00251-40758410-abstract.txt	40758410	study_taxa	taxon_candidate	AUTO:Rhodophyticola%20porphyridii	Rhodophyticola porphyridii	586:612	...est relatives, based on sequence similarity, were [[Rhodophyticola porphyridii]] KACC 18805T (95.9%), Kangsaoukella pontilimi KCTC...							0	1	0				NCBITaxon:1852017	NCBITaxon:1852017	Rhodophyticola porphyridii	biolink:OrganismTaxon	name	4	out:biolink:subclass_of:NCBITaxon:2680018|in:biolink:subclass_of:kgmicrobe.strain:JCM-31537|in:biolink:subclass_of:kgmicrobe.strain:KACC-18805|in:biolink:subclass_of:kgmicrobe.strain:bacdive_164090
251	00251-40758410-abstract.txt	40758410	study_taxa	taxon_candidate	AUTO:Roseobacteraceae	Roseobacteraceae	510:526; 1339:1355	...nces revealed that MJ-SS7T belonged to the family [[Roseobacteraceae]]. Its closest relatives, based on sequence similar...; ... a novel species of a new genus within the family [[Roseobacteraceae]], for which the name Ovoidimarina sediminis gen. n...							0	1	0				NCBITaxon:2854170	NCBITaxon:2854170	Roseobacteraceae	biolink:OrganismTaxon	name	82	in:biolink:subclass_of:NCBITaxon:188905|in:biolink:subclass_of:NCBITaxon:74030|in:biolink:subclass_of:NCBITaxon:1042323|in:biolink:subclass_of:NCBITaxon:1068904|in:biolink:subclass_of:NCBITaxon:1158296
